V1,V2,iteration,Subject,F1_V1_T1,F1_V1_T2,F1_V1_T3,F1_V1_T4,F1_V1_T5,F1_V1_T6,F1_V1_T7,F1_V1_T8,F1_V1_T9,F1_V1_T10,F2_V1_T1,F2_V1_T2,F2_V1_T3,F2_V1_T4,F2_V1_T5,F2_V1_T6,F2_V1_T7,F2_V1_T8,F2_V1_T9,F2_V1_T10,F3_V1_T1,F3_V1_T2,F3_V1_T3,F3_V1_T4,F3_V1_T5,F3_V1_T6,F3_V1_T7,F3_V1_T8,F3_V1_T9,F3_V1_T10,F2_3_V1_T1,F2_3_V1_T2,F2_3_V1_T3,F2_3_V1_T4,F2_3_V1_T5,F2_3_V1_T6,F2_3_V1_T7,F2_3_V1_T8,F2_3_V1_T9,F2_3_V1_T10,F1_V2_T1,F1_V2_T2,F1_V2_T3,F1_V2_T4,F1_V2_T5,F1_V2_T6,F1_V2_T7,F1_V2_T8,F1_V2_T9,F1_V2_T10,F2_V2_T1,F2_V2_T2,F2_V2_T3,F2_V2_T4,F2_V2_T5,F2_V2_T6,F2_V2_T7,F2_V2_T8,F2_V2_T9,F2_V2_T10,F3_V2_T1,F3_V2_T2,F3_V2_T3,F3_V2_T4,F3_V2_T5,F3_V2_T6,F3_V2_T7,F3_V2_T8,F3_V2_T9,F3_V2_T10,F2_3_V2_T1,F2_3_V2_T2,F2_3_V2_T3,F2_3_V2_T4,F2_3_V2_T5,F2_3_V2_T6,F2_3_V2_T7,F2_3_V2_T8,F2_3_V2_T9,F2_3_V2_T10
ʊ,atʊːɮaɮ,three,f1,516.4052517808,520.1797236133,529.7044798485,527.6550123703,527.4349251154,513.3698426981,462.7311352318,462.9908588373,494.8319749034,563.9076804574,1380.1009365853,1228.834787345,1111.9905276467,985.8559437914,980.240435382,992.8831312384,974.7757974885,954.2924803112,964.6236643575,1052.8991251195,2987.9677262137,2947.0090981857,2941.3401623963,3122.1894800706,3612.5854427375,3554.9653355681,3009.0297303822,2964.0608603001,2886.1608523584,2918.3051149672,2181.4422372964,2090.474539616,2033.5386724143,2054.022711931,2290.7401909544,2275.1699330023,1990.8645588719,1957.097433734,1911.2719335475,1983.0989358077,628.774906961,622.8119581454,614.8449304268,600.1454282562,585.4459260855,565.5081392203,545.0474511479,524.1160386049,502.8562723155,480.1946663597,1621.8789238482,1601.8954004873,1583.9146609508,1572.6620451973,1561.4094294439,1557.3609018938,1554.0315079223,1559.8922360848,1572.1635318364,1584.434827588,3011.7778997118,3012.7824610595,3013.7870224072,3014.7915837549,3015.7961451026,3033.0112966203,3051.8446376149,3064.3137900414,3072.34360419,3079.4984036152,2343.941311528,2331.2381326743,2320.0164664268,2313.771772771,2307.5270791152,2304.9705449589,2302.7821738878,2308.832577787,2320.6299372793,2332.4272967717
ɔː,ɔːpɔːɮɔːr,three,f1,656.5081084929,711.9727774742,730.9489928406,745.6142593255,743.566241613,719.7525555791,713.6158903481,694.5848374432,694.9304002343,721.5192891422,1039.2813924295,1043.6118732525,1046.1027151457,1039.1650528029,1013.6644039402,1014.8427101766,1029.2706485895,1008.1646178045,1016.3638688262,1068.1833341663,2643.8372717936,2640.4425649897,2629.5554951493,2598.7295782827,2579.4646943477,2900.5640227317,3247.2849587012,2598.0814117451,2533.4093072917,2685.4817017593,1845.5130980119,1840.3309359024,1838.6825851053,1818.9754358252,1830.5524243798,1953.8344305214,2133.6247519173,1795.5268237711,1768.1519438805,1870.0557647332,777.2061038528,772.9313081352,770.4073410477,769.6416028253,760.473014835,756.5079138569,755.6288449365,754.809218794,751.1730134534,744.2304469981,1387.5423130772,1380.099461241,1352.7020190512,1325.1081771861,1312.336405625,1308.5607688414,1310.2617961464,1313.3960708638,1322.702166456,1334.0540295682,2895.3280181341,2866.7474428623,2842.5255894193,2791.6436893839,2770.8142693006,2760.6833528281,2753.2287537427,2748.3948501963,2748.0574031623,2739.0695112227,2138.7662046968,2112.8876544045,2097.6138042353,2058.375933285,2036.2392970934,2031.0076789242,2030.7309660597,2032.039970929,2036.275518826,2035.9934701351
u,epurteɮ,three,f1,369.2806564167,368.9326534615,368.5846505063,368.2366475512,366.0277295194,363.9134741269,362.9701125538,362.0267509807,360.8482244523,356.631072061,1117.2402779618,1102.9273452907,1092.2540823297,1086.0551145926,1084.3018292699,1083.4553812388,1083.032983037,1084.1924379354,1086.1451353194,1088.0978327034,2903.1705860486,2906.1521095443,2909.13363304,2912.1151565357,2920.7289387157,2931.6771812061,2946.5334918302,2943.7992638619,2932.2440129071,2920.6887619524,2075.8935250566,2048.2993897099,2028.6454647948,2018.7525480041,2016.8392754618,2016.9097566868,2018.7537003922,2016.5914318279,2012.4201917739,2008.24895172,503.2735654808,490.5436572841,477.8137490876,465.083840891,462.3580627143,461.6590390778,459.9319092598,457.2783188771,454.5982365413,451.8244831566,2184.1376763165,2184.3702792102,2184.6028821038,2184.8354849974,2189.5897386829,2195.2600416653,2198.1544300869,2198.5473498686,2198.5529055697,2197.1888076416,2864.2210151168,2849.8977696064,2831.0914474259,2812.2851252453,2793.4788030647,2774.6724808841,2742.4107871079,2698.0240119038,2653.3205999415,2607.4976141549,2524.4592113905,2516.7038780293,2508.9142365787,2501.124595128,2493.3349536773,2485.5453122267,2473.0185590789,2456.2230375325,2437.8564424987,2413.9347983205
ʊ,isʊɮiːg,three,f1,469.4019139969,459.4400148293,451.4357593562,450.7773845181,443.3438240833,440.8512481621,439.8249524456,438.5975675865,436.9725490688,435.3475305511,1222.4018667017,1219.3753968892,1219.9375265343,1220.4996561795,1252.2305116028,1261.4743636449,1264.0441891573,1267.9064554215,1276.0588665688,1297.272967179,2928.1110855226,2977.964484276,2984.3477433214,2982.6045968801,2980.8614504387,2980.2466003758,2979.9628197951,2977.8380410195,2977.202537634,3015.1966973294,2109.1168010907,2107.5880505551,2107.4729713522,2108.1833045838,2108.8936378155,2113.4031190231,2119.0273622538,2122.7332170023,2132.7648788596,2219.0008102673,443.8045447624,433.2600818777,427.2396322511,427.3139986558,430.4928038754,439.6331899275,444.0758377928,444.412422701,444.3881309214,443.8219524302,2345.3703047328,2345.7390486278,2446.0486517958,2522.8027431615,2587.1233709902,2629.210364408,2665.3144683526,2668.3667168364,2660.8323709668,2641.6850214204,2958.3601356404,2927.9032161543,2951.911993121,3017.5772326546,3138.1040786565,3154.3479188604,3152.0199272538,3142.8170901715,3137.7143635557,3134.0800706597,2604.5807132692,2617.894880388,2715.3670644882,2818.7146794531,2856.7749005814,2904.9723144555,2909.7432968513,2909.1740369339,2901.0613340101,2888.9408458618
œ,œtœɮœr,three,f1,365.6159629396,363.7499797825,359.7440133563,355.3028714819,350.5570152908,345.0750717231,339.8524597413,334.5068325048,329.9899037206,430.9952018696,1500.0567196706,1444.141197893,1391.3205276343,1343.8525783425,1328.5571627047,1324.2585421141,1333.8311904131,1343.9273815602,1385.6929514074,1488.7603128442,2997.6125907959,3005.437472571,3007.424246675,3011.4495660786,3022.0752874993,3020.0582515972,3018.041215695,3010.4951442706,3002.397103993,3065.866573131,2261.0687292174,2251.1104031829,2231.6619878839,2212.8909776267,2196.7064863546,2180.5219950825,2184.9254687476,2190.1059933001,2194.4937446457,2198.5727613779,427.5739283791,406.6388444523,411.569360975,423.0256435285,424.8985290133,433.1611977112,443.6286155305,452.0839035224,455.0276803351,455.7845667104,1422.7787408085,1154.3578718161,1127.4717852154,1135.1378507911,1110.4664324938,1100.3199961181,1105.0290134385,1106.0836382097,1107.1645088003,1143.6602805296,2778.8416972165,2850.0753063523,3021.8823108574,3164.9681989121,3076.415827517,2937.7214142631,2963.695784674,3025.5228402628,3045.5057204941,3037.3203429801,2145.4301205866,2051.7768100889,2075.663303613,2176.0426088828,2170.9311578945,2047.8172340136,2045.1358594883,2067.0839452585,2075.4915599983,2088.6192536804
u,etuːɮger,three,f1,363.6890960976,364.1321250122,363.902394685,353.0824475295,352.5692786091,356.3020363899,362.1094406455,367.4217080279,381.5264299327,404.0454925551,1281.5572307279,1000.5651164034,873.909011162,850.7420347072,863.3875808304,863.8421949917,855.7340111183,839.3249153355,885.6547978846,1092.3154771157,2909.0122965466,2934.4029933236,2935.928825398,2933.1949266266,2927.9935768678,2870.0680147046,2771.3528186404,2750.2226181525,2734.5106882226,2775.4654549792,2101.5381469558,1985.8270194763,1944.1190720272,1905.8994280887,1898.1335920279,1864.1957766082,1818.7958528742,1795.6683493702,1814.2531542616,1944.4009485118,421.5516949638,405.272680111,398.6245226223,392.0380823585,388.8068173231,385.613588157,385.0223576269,384.4311270969,383.8398965669,383.213043312,1610.0686472906,1610.7826700662,1611.4966928418,1612.2430614307,1614.7478673412,1617.3587013022,1627.2228161258,1636.982462574,1637.1306600847,1637.5133346685,3115.0020360372,3229.0485942439,3232.277026351,3235.3922616872,3232.3537044203,3229.3151471535,3226.2765898866,3222.7496013055,3174.2852561341,3125.8852089736,2374.2519468881,2396.6407731716,2409.8772723909,2422.790113244,2418.1076954756,2413.4252777073,2408.742859939,2404.0597765731,2399.3154559563,2394.5711353395
ʊː,ʊːʦ͡ʊrgʊːɮ,three,f1,548.1328548039,556.1381092801,559.3351530273,557.265591417,552.4011476913,542.8531801554,522.3113103145,497.177854163,475.4938619978,459.6976189604,1495.2888351286,1442.745651141,1398.578298917,1333.0624946988,1280.6670292376,1234.9448570676,1225.6517171798,1186.240377745,1152.7425430936,1160.2870636528,3028.982794564,3028.4675809659,3031.8819935786,3056.2719124034,3054.6553166527,3043.9707522245,3035.9569228574,2973.8079931589,2608.8722305542,2416.0595180016,2258.4740531629,2232.9598467871,2227.3812380455,2219.778134467,2196.121426548,2149.234018793,2123.6177634527,2081.5302866043,1881.0713052147,1786.8565415338,495.0334371741,533.3917363051,531.9827175056,519.6363806513,507.9393456095,490.33207573,493.0731225832,509.2167550852,533.6192808727,531.601250319,850.0490713606,889.3238682992,928.1722768673,930.013072572,939.5451845996,946.0575322766,966.8836139027,1005.2112765978,1097.7419426521,1341.7460685497,3123.0214170114,3184.9872476703,3205.0298982672,3212.1603371539,3199.2738377162,3149.9370608338,3127.1980709957,3088.7668579151,3072.125949284,3090.4964061333,1992.8905058263,2041.5371577936,2068.6912785867,2075.1311773716,2068.0838241175,2053.3575520898,2046.2540517748,2054.5942070366,2084.019112083,2166.6347572679
i,etijɮeɮtʰ,three,f1,376.7662880027,346.9489522502,329.9024578584,318.0047328142,293.4603259532,283.8517784943,293.3717735545,299.3792644403,307.0087936086,345.9470438554,2722.5584546186,2746.0998232043,2902.2566565936,2961.5836474363,2967.8478992765,2950.062934931,2867.3075629523,2798.8361377896,2672.5817798204,2609.7765008267,3357.5484290423,3447.2964189567,3515.5128589395,3700.5133390801,3801.6650003035,3961.4299045419,3930.11375101,3627.7018334128,3574.0708415809,3333.2863143873,3040.0534418304,3129.21527051,3201.0495954151,3348.3437301428,3414.3584587296,3441.1521344491,3390.653957728,3176.7390049615,3106.5464421022,2971.531407607,467.397414739,432.3047767853,430.9197585563,429.5347403272,428.1497220982,426.7647038691,426.5635496392,466.2634767265,505.9634038135,545.6633309008,2306.1282202639,2310.5905039865,2323.3365953617,2336.0826867367,2348.8287781119,2361.574869487,2374.0362537795,2376.9018395127,2379.7674252459,2382.6330109791,2759.9545021882,2792.7228681576,2830.291239925,2867.8596116922,2894.5238383754,2911.970988466,2929.0413237486,2933.4114516527,2937.7815795567,2942.1517074607,2600.8953206597,2660.5537851774,2664.4732170512,2668.3926489251,2669.0281265696,2666.8877371082,2664.7473476467,2662.6069581853,2660.4665687239,2676.8670081567
œ,itœɮijg,three,f1,344.9412710122,332.0244812076,326.1143298326,323.9781274576,323.618519198,323.5476112804,323.7123387572,323.9110528653,324.2426874295,324.294328411,1677.116420691,1534.785988446,1441.3415653737,1392.918620352,1376.9456385486,1350.89407381,1351.8860941078,1353.2391871623,1367.087927709,1450.2091451192,3041.0030241834,3025.370349552,3019.7976775244,2990.567517442,2987.5273452255,2987.887836847,2981.4617539362,2973.6945176248,2953.4815398242,2911.1636058554,2323.662407333,2262.0685763807,2227.6973044958,2191.743068897,2182.88056155,2180.4347766693,2178.6112142528,2182.1876482107,2187.1518213597,2194.9712837792,363.934686918,359.0862327979,357.4072464578,357.2620347367,357.4252560154,357.4295672548,357.3578744219,356.4915225527,343.3112430853,337.3631273749,2692.2511707917,2702.6495923639,2708.3731668488,2712.2221364936,2746.2473190457,2800.8163137945,2825.3364351828,2850.5703239946,2868.8068918593,2875.1541557806,3348.2366997804,3332.5793145217,3322.6781811359,3318.4726222245,3317.3057231206,3314.9588830102,3307.8873662703,3300.3868038461,3286.2378082556,3245.0700767393,2996.9425761984,3000.330610254,3006.5885830127,3011.5633287564,3015.0377427987,3026.8261624154,3052.0508339381,3063.4590610239,3067.2440875239,3067.2770155968
ɔ,ʊːtɔɮʊːɮ,three,f1,726.5140533382,729.5315789614,730.4258097904,730.3916865248,720.2787722393,705.3388437776,692.1852329685,682.1375090655,674.2313214533,661.0766486594,1522.8941549584,1457.7721543999,1390.8956753501,1369.2910136748,1302.2518775215,1254.0123516338,1241.0700987789,1247.5791630455,1263.9251373707,1334.8904347365,2924.9878957137,2887.3355232159,2869.8532503615,2863.104997442,2856.959581714,2868.438845311,2927.4947035039,2991.8299591565,3041.4414716786,3050.2328751141,2209.2852110883,2158.7476077884,2135.1632499751,2125.3246021342,2078.0115593473,2078.4830376412,2088.3813084204,2109.0987914568,2169.7786436523,2195.6321407122,542.5326556018,535.2661180195,508.5082629272,486.6382781705,471.2140109199,465.0137632811,465.5348450677,488.2961026825,506.2610015941,506.4259903156,1071.8807665233,946.4198882571,928.0285835099,944.997138341,971.4529217146,986.8993821746,992.6683907348,1038.5591242518,1102.7094686667,1138.2433614187,2909.2866384784,2909.8529293266,2942.8990489549,3022.6032139739,3020.4165828231,3038.2530713793,3047.4369659415,2999.9627201296,2955.9385257365,2818.7623836727,2008.3087689722,1955.0621950636,1948.3874204217,1982.0302372232,1994.140735916,2012.576226777,2028.2539356131,2024.3498683372,2023.2319773898,2009.6013046854
œ,utœrwuːɮ,three,f1,356.1271257681,351.1118999296,348.8595337879,347.517610425,347.2740625602,347.7363489329,348.4836705128,353.472763908,358.1612685665,356.826425674,1855.6663275225,1704.9374427872,1519.9910158442,1354.7612642489,1292.4297208924,1251.5601677401,1244.3395374484,1248.9190753479,1259.5534581106,1278.3155370955,2739.6982532147,2737.8284988239,2747.6880991576,2758.0921525043,2749.3263756946,2743.3906761907,2754.7183168708,2775.7347907502,2781.0849619928,2778.3485962972,2288.61386698,2188.4370840678,2141.2946782903,2110.5870111735,2051.6756718467,2010.0753847548,2002.4804013674,2009.0578675763,2019.7984136762,1998.0942330066,359.4263917408,362.3401291506,373.7769729727,378.2610824646,383.4024994375,384.1616902084,389.7810558687,402.6277083346,407.1742014079,426.2116814809,837.8183678627,833.068428345,801.2205225524,772.9559644157,747.7385850139,730.6962474196,739.2169695384,779.8885914483,991.5890934986,1200.3253258067,2690.8141482581,2810.0442548006,2998.6826608548,3003.8126329264,2961.0484879232,2967.8069199101,2943.6118764291,2930.1092134492,2938.4758850803,2924.8358621999,1758.9897022567,1815.5754180911,1899.0558944265,1891.7842366444,1851.2721091888,1849.5303880276,1844.7861660514,1868.0964424915,1974.2671753965,2013.624311137
œ,œpœrœr,three,f1,411.7502534458,516.6610590579,514.7220883731,405.6812906019,406.6900783397,427.7692418383,431.3183780046,435.5862095438,437.6270004729,451.8010119675,781.0719269642,1408.3033494436,1645.7565927132,908.661060823,870.5174827785,881.0462140365,868.4936583232,809.3658024534,813.6847748756,949.5501381753,3006.7934300302,3001.5375884555,2983.7684508057,3026.1451469466,3096.5937718058,3164.7899941765,3124.4882119881,3134.9566854457,3180.2863060313,3052.9366900158,1885.3469336195,2288.5871411981,2253.544783112,1966.1868202942,1979.8256866078,2022.9181041065,1995.277961641,1986.0943841052,2001.1403776052,1996.2845459923,441.1342198578,440.8935568628,440.9716589744,442.0265001253,443.1452754148,442.9930932348,441.0810568183,434.4037416473,430.4535032128,429.0321118779,1447.8901925536,1286.5021338957,1232.3473634653,1199.8751529733,1184.05060243,1174.3486916197,1172.1316193804,1176.5014118909,1185.7515357638,1227.6416207909,2361.467088897,2363.7945164001,2399.2644595271,2654.087001948,2804.971619529,2872.1548480023,2921.7284037377,2973.3790746232,2999.9737961468,2994.8113480312,1900.2364836679,1873.2123120768,1889.4578093976,1926.9810774606,1994.5111109795,2021.0112268296,2042.0009354349,2070.6685840584,2100.720268999,2111.9775229608
œ,œʦ͡œɮrœɮtʰ,three,f1,409.3682945221,409.5550910146,413.810681307,416.2313258601,435.1233693751,443.5210759064,452.380796775,460.2182138231,460.1726068503,460.0255547824,1594.5571604257,1239.3806755158,1120.563440899,1035.8474720681,989.7936759952,943.5760169297,943.7252589134,953.3943704585,964.5809941007,1240.462732279,2860.2899753497,2931.7830056373,3016.5626644032,3117.4843118783,3125.0466261588,3083.1820791695,3056.6741984789,2935.3185903238,2896.3508290884,2900.6523970855,2204.2964432717,2113.402266717,2103.8587868013,2076.8913832143,2064.2234412677,2009.6831414121,1997.8431404175,1944.3564803911,1928.7723473505,2105.8543523264,479.7385314905,476.2059480828,474.5127387804,472.8195294779,471.1263201755,472.9310786674,476.1307502092,479.3304217509,482.5300932927,485.7297648344,1673.2547246809,1650.9400715077,1650.3326483872,1649.7252252667,1649.1178021463,1650.182343217,1651.9136270385,1653.64491086,1655.3761946815,1657.107478503,2991.7725500613,2982.9649859886,2978.3957294622,2973.8264729359,2969.2572164095,2961.5112834025,2952.4985612944,2943.4858391863,2934.6740838207,2944.3032144071,2338.849341887,2315.9725195182,2311.0454727528,2306.1184259874,2301.1913792221,2294.87698359,2288.0093435736,2281.1417035571,2274.5364315874,2292.0062835274
i,uːpiɮpuːr,three,f1,321.1358400956,319.9761599178,319.9901056799,320.0040514421,320.245776501,320.9638285526,321.8051098491,322.3233072011,322.2023009611,322.7222729723,2638.5433071222,2669.3545547417,2682.3219506494,2675.604325453,2664.2492973402,2652.8942692273,2629.4611090536,2609.8635964361,2601.644512101,2591.0904749903,3025.4697027791,3054.7144655966,3071.7777958554,3085.3931371861,3107.6272042983,3149.5831769424,3191.5391495865,3206.504444944,3171.7455798262,3136.9867147083,2832.0065049506,2864.957779812,2889.8767793249,2908.1481312686,2919.0519552437,2917.8238675665,2918.9991919814,2903.6901740383,2857.1544550179,2810.6187359973,365.0390290173,361.9863147599,359.9231607782,360.1003061037,372.6491325932,386.7323451074,399.6843298555,427.1262631422,432.2969917231,433.1612598876,920.302781875,886.5857540023,793.0383645834,790.5947161095,808.9908988391,808.7868702875,774.6482150502,757.9201555398,745.0712830023,815.9401333887,2628.2159303518,2521.332812524,2446.5457028532,2454.0494312124,2878.900336345,2863.5650961751,2871.895910389,2953.9769174669,2947.2837877064,2948.9997121052,1774.5924370158,1678.8873639129,1601.9746666046,1617.4338491717,1844.0202679016,1833.439046315,1850.380994884,1857.2075285677,1837.396729191,1860.5875794504
a,iːpaːɮiːg,three,f1,872.5264691393,915.8437245898,939.0998580366,967.9795116496,1001.5490642319,984.2517417982,959.984995084,933.2811449037,918.8266872916,907.2078364613,1345.2689263906,1412.4004405132,1449.0449290863,1468.4925586888,1464.8383125256,1440.8200109925,1434.2441711207,1402.9348849896,1463.9280609987,1576.2821945383,2763.2125585447,2749.809924368,2743.1165253662,2731.1294443013,2683.6459973472,2700.3250010022,2704.5168482737,2697.5711603005,2798.0738300476,2870.115327693,2055.7308216218,2075.3579420243,2094.4171477597,2097.5440830045,2079.482623962,2069.9158741599,2063.180692188,2049.4194545031,2133.1180390341,2231.8081634796,446.1099455224,442.751074523,440.4008093974,438.2569654126,435.3774831268,432.3239931118,430.5647918033,429.1552463589,427.4611983894,425.6801937807,2536.0901222755,2544.596552067,2565.0157417711,2587.8729952984,2616.9661514412,2647.5343466774,2601.7402332623,2535.3166197247,2495.25845087,2463.2587358295,3215.5519022385,3213.3223304213,3211.0927586042,3208.863186787,3191.1551740773,3169.7858942141,3148.416614351,3127.0473344879,3112.372243393,3099.7431944437,2879.3538823342,2881.6474606101,2883.941038886,2886.2346171619,2888.2538590027,2890.2082093609,2855.3730586064,2810.5991169599,2765.8251753134,2721.0512336669
